Date,Open,High,Low,Close,Adj Close,Volume
2022-10-25,46.7599983215332,47.220001220703125,46.5099983215332,47.20000076293945,45.98451232910156,4036700
2022-10-26,47.15999984741211,47.33000183105469,46.36000061035156,46.66999816894531,45.76875686645508,3221000
2022-10-27,46.84000015258789,47.63999938964844,46.59000015258789,47.04999923706055,46.14141845703125,3326100
2022-10-28,47.130001068115234,48.83000183105469,47.130001068115234,48.689998626708984,47.74974822998047,3297900
2022-10-31,48.41999816894531,48.90999984741211,48.150001525878906,48.33000183105469,47.396705627441406,3207000
2022-11-01,48.77000045776367,49.150001525878906,48.45000076293945,48.83000183105469,47.887046813964844,4216400
2022-11-02,48.84000015258789,50.11000061035156,47.97999954223633,48.0099983215332,47.082881927490234,4581100
2022-11-03,47.47999954223633,49.040000915527344,47.209999084472656,48.220001220703125,47.28882598876953,4416900
2022-11-04,48.79999923706055,49.63999938964844,48.459999084472656,49.4900016784668,48.5343017578125,3437600
2022-11-07,49.790000915527344,49.900001525878906,48.7599983215332,49.56999969482422,48.61275863647461,2321900
2022-11-08,49.79999923706055,50.400001525878906,49.130001068115234,49.779998779296875,48.81869888305664,2440100
2022-11-09,49.400001525878906,49.97999954223633,48.79999923706055,48.880001068115234,47.93608474731445,2625900
2022-11-10,50.79999923706055,51.97999954223633,50.459999084472656,51.869998931884766,50.868343353271484,4897700
2022-11-11,51.81999969482422,51.97999954223633,51.15999984741211,51.79999923706055,50.7996940612793,2943100
2022-11-14,51.810001373291016,52.619998931884766,51.59000015258789,51.68000030517578,50.6820068359375,3287300
2022-11-15,52.369998931884766,52.47999954223633,51.150001525878906,51.630001068115234,50.63297653198242,3057000
2022-11-16,51.630001068115234,52.290000915527344,51.52000045776367,51.7599983215332,50.76046371459961,2738300
2022-11-17,51.099998474121094,51.630001068115234,50.119998931884766,51.59000015258789,50.59375,3327500
2022-11-18,52.130001068115234,52.31999969482422,51.040000915527344,51.65999984741211,50.66239547729492,3425800
2022-11-21,51.68000030517578,52.22999954223633,51.400001525878906,52.04999923706055,51.044864654541016,2749900
2022-11-22,52.400001525878906,52.93000030517578,51.880001068115234,52.38999938964844,51.37830352783203,2365700
2022-11-23,52.369998931884766,52.869998931884766,52.209999084472656,52.40999984741211,51.397911071777344,1739900
2022-11-25,52.22999954223633,52.5099983215332,52.209999084472656,52.33000183105469,51.319461822509766,900300
2022-11-28,52.2599983215332,52.36000061035156,50.9900016784668,51.189998626708984,50.201473236083984,2224300
2022-11-29,50.939998626708984,51.09000015258789,49.81999969482422,50.27000045776367,49.29924011230469,2784800
2022-11-30,50.150001525878906,51.540000915527344,49.41999816894531,51.5099983215332,50.51529312133789,5584100
2022-12-01,51.68000030517578,51.95000076293945,51.040000915527344,51.560001373291016,50.5643310546875,3776000
2022-12-02,50.91999816894531,51.619998931884766,50.380001068115234,51.43000030517578,50.43684005737305,4089400
2022-12-05,51.04999923706055,51.09000015258789,50.130001068115234,50.88999938964844,49.907264709472656,3238900
2022-12-06,50.97999954223633,51.220001220703125,49.709999084472656,50.13999938964844,49.171749114990234,3899100
2022-12-07,49.97999954223633,50.869998931884766,49.869998931884766,50.25,49.279624938964844,2377100
2022-12-08,50.470001220703125,51.29999923706055,50.34000015258789,51.16999816894531,50.18185806274414,2741800
2022-12-09,51.130001068115234,51.5,50.849998474121094,50.959999084472656,49.975914001464844,2782800
2022-12-12,51.2599983215332,51.66999816894531,51.0099983215332,51.66999816894531,50.672203063964844,2554800
2022-12-13,53.279998779296875,53.4900016784668,49.54999923706055,50.13999938964844,49.171749114990234,6782400
2022-12-14,50.31999969482422,50.529998779296875,49.15999984741211,49.58000183105469,48.62256622314453,4635800
2022-12-15,49.22999954223633,49.349998474121094,47.47999954223633,47.970001220703125,47.04365539550781,5085800
2022-12-16,47.40999984741211,48.0099983215332,47.220001220703125,47.869998931884766,46.94558334350586,7069500
2022-12-19,48.04999923706055,48.47999954223633,47.31999969482422,47.75,46.827903747558594,3135400
2022-12-20,47.650001525878906,47.939998626708984,47.40999984741211,47.650001525878906,46.729835510253906,2709500
2022-12-21,47.75,48.040000915527344,47.47999954223633,47.939998626708984,47.01423645019531,2127100
2022-12-22,47.599998474121094,47.720001220703125,46.68000030517578,47.689998626708984,46.76905822753906,3243100
2022-12-23,47.650001525878906,48.040000915527344,47.43000030517578,47.7599983215332,46.837703704833984,1553000
2022-12-27,47.790000915527344,47.93000030517578,47.36000061035156,47.4900016784668,46.57292175292969,1980900
2022-12-28,47.70000076293945,47.83000183105469,46.83000183105469,46.84000015258789,45.93547821044922,2380900
2022-12-29,47.25,47.810001373291016,47.08000183105469,47.560001373291016,46.641571044921875,2582300
2022-12-30,47.29999923706055,47.470001220703125,46.849998474121094,47.31999969482422,46.40620422363281,2151300
2023-01-03,47.619998931884766,47.689998626708984,46.86000061035156,47.400001525878906,46.48466491699219,3379100
2023-01-04,47.9900016784668,48.40999984741211,47.5099983215332,47.970001220703125,47.04365539550781,2528000
2023-01-05,47.70000076293945,47.75,45.7599983215332,46.29999923706055,45.40590286254883,4169200
2023-01-06,46.77000045776367,47.7599983215332,46.54999923706055,47.61000061035156,46.690608978271484,3596800
2023-01-09,47.709999084472656,48.91999816894531,47.54999923706055,47.95000076293945,47.024044036865234,3697500
2023-01-10,47.77000045776367,48.529998779296875,47.66999816894531,48.5,47.563419342041016,1919500
2023-01-11,48.810001373291016,49.29999923706055,48.59000015258789,49.099998474121094,48.15182876586914,3696300
2023-01-12,49.099998474121094,49.41999816894531,48.25,49.02000045776367,48.07337951660156,3717800
2023-01-13,48.63999938964844,48.880001068115234,48.13999938964844,48.81999969482422,47.877235412597656,2342800
2023-01-17,48.869998931884766,49.09000015258789,48.06999969482422,48.220001220703125,47.28882598876953,4041400
2023-01-18,48.220001220703125,48.810001373291016,47.5,47.540000915527344,46.6219596862793,5292000
2023-01-19,47.45000076293945,48.58000183105469,45.70000076293945,46.79999923706055,45.89624786376953,8395100
2023-01-20,47.060001373291016,49.13999938964844,46.59000015258789,49.0,48.053768157958984,6136300
2023-01-23,49.099998474121094,49.439998626708984,48.709999084472656,48.9900016784668,48.04396057128906,3387000
2023-01-24,48.97999954223633,49.65999984741211,48.369998931884766,49.58000183105469,48.62256622314453,4438300
2023-01-25,49.45000076293945,49.5099983215332,48.529998779296875,49.470001220703125,48.51469039916992,2474400
2023-01-26,49.810001373291016,50.060001373291016,49.15999984741211,49.61000061035156,48.65198516845703,2759600
2023-01-27,49.529998779296875,50.540000915527344,49.459999084472656,50.25,49.279624938964844,2519700
2023-01-30,49.849998474121094,50.36000061035156,49.33000183105469,49.43000030517578,48.475460052490234,2788600
2023-01-31,49.45000076293945,50.59000015258789,49.41999816894531,50.54999923706055,49.573829650878906,4771600
2023-02-01,50.060001373291016,52.2599983215332,50.040000915527344,51.900001525878906,51.25263214111328,3574800
2023-02-02,52.33000183105469,55.34000015258789,52.189998626708984,55.290000915527344,54.600345611572266,7141600
2023-02-03,54.560001373291016,54.84000015258789,53.779998779296875,54.20000076293945,53.5239372253418,4035100
2023-02-06,53.810001373291016,54.040000915527344,52.91999816894531,53.220001220703125,52.5561637878418,2972600
2023-02-07,52.900001525878906,53.619998931884766,52.279998779296875,53.47999954223633,52.81291961669922,3218000
2023-02-08,53.439998626708984,53.58000183105469,52.47999954223633,52.66999816894531,52.01301956176758,2591400
2023-02-09,53.040000915527344,53.27000045776367,51.95000076293945,52.15999984741211,51.50938415527344,2433900
2023-02-10,51.79999923706055,52.290000915527344,51.459999084472656,52.11000061035156,51.46001052856445,1824700
2023-02-13,52.34000015258789,53.22999954223633,52.150001525878906,53.029998779296875,52.368534088134766,2106000
2023-02-14,52.77000045776367,53.209999084472656,52.09000015258789,52.7400016784668,52.0821533203125,2956300
2023-02-15,52.4900016784668,53.11000061035156,52.16999816894531,53.08000183105469,52.417911529541016,2344600
2023-02-16,52.45000076293945,53.439998626708984,52.189998626708984,53.02000045776367,52.35866165161133,2611600
2023-02-17,52.790000915527344,53.65999984741211,52.63999938964844,53.439998626708984,52.77341842651367,3034500
2023-02-21,53.0,53.0,51.34000015258789,51.459999084472656,50.818119049072266,2673100
2023-02-22,51.63999938964844,51.810001373291016,51.18000030517578,51.599998474121094,50.95636749267578,2776000
2023-02-23,51.7599983215332,51.97999954223633,50.70000076293945,51.400001525878906,50.75886917114258,2443200
2023-02-24,50.66999816894531,51.34000015258789,50.369998931884766,51.2400016784668,50.600860595703125,2300300
2023-02-27,51.59000015258789,51.97999954223633,51.40999984741211,51.56999969482422,50.92674255371094,1956900
2023-02-28,51.540000915527344,52.130001068115234,51.41999816894531,51.560001373291016,50.9168701171875,4318400
2023-03-01,51.38999938964844,51.75,51.130001068115234,51.54999923706055,50.9069938659668,2873900
2023-03-02,51.439998626708984,52.93000030517578,51.220001220703125,52.900001525878906,52.24015426635742,3211200
2023-03-03,53.189998626708984,53.79999923706055,52.93000030517578,53.68000030517578,53.01042556762695,3487300
2023-03-06,53.880001068115234,54.27000045776367,53.290000915527344,53.36000061035156,52.69441604614258,3397500
2023-03-07,53.34000015258789,53.47999954223633,52.40999984741211,52.61000061035156,51.95376968383789,2742000
2023-03-08,52.70000076293945,53.0,52.41999816894531,52.95000076293945,52.28953170776367,1835800
2023-03-09,53.2400016784668,53.290000915527344,51.91999816894531,52.099998474121094,51.45013427734375,2043700
2023-03-10,52.119998931884766,53.13999938964844,51.29999923706055,51.52000045776367,50.87736892700195,4109800
2023-03-13,51.13999938964844,52.43000030517578,51.060001373291016,51.70000076293945,51.05512237548828,3401000
2023-03-14,52.349998474121094,52.97999954223633,51.810001373291016,52.349998474121094,51.69701385498047,3291300
